City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
232,Hurghada,EG,27.2574,33.8129,60.84,41,0,6.91,clear sky
233,Aklavik,CA,68.2191,-135.0107,16.29,95,13,3.6,few clouds
234,Road Town,VG,18.4167,-64.6167,78.84,69,40,13.8,scattered clouds
235,Vardo,NO,70.3705,31.1107,15.78,79,100,17.27,overcast clouds
236,Ambon,ID,-3.6954,128.1814,87.94,70,40,5.75,scattered clouds
237,Wichita Falls,US,33.9137,-98.4934,68.25,73,0,14.97,clear sky
238,San Andres,CO,12.5847,-81.7006,80.62,69,20,16.11,few clouds
239,Le Port,RE,-20.9373,55.2919,78.76,94,35,4.21,scattered clouds
240,Tahlequah,US,35.9154,-94.97,52.09,82,100,9.22,overcast clouds
241,Puerto Rondon,CO,6.2805,-71.1,79.03,52,100,6.4,overcast clouds
242,Trairi,BR,-3.2778,-39.2689,74.28,92,91,3.36,overcast clouds
243,Flinders,AU,-34.5833,150.8552,77.05,58,55,13.42,light rain
244,Port Hedland,AU,-20.3167,118.5667,102.25,29,11,6.91,few clouds
245,Zhanaozen,KZ,43.3,52.8,42.58,54,81,9.15,broken clouds
246,Goderich,CA,43.7501,-81.7165,39.52,70,100,8.05,overcast clouds
247,Linfen,CN,36.0889,111.5189,61.45,12,100,7.34,overcast clouds
248,Baoro,CF,5.6667,15.9667,67.23,94,95,2.64,light rain
249,Reconquista,AR,-29.15,-59.65,80.51,55,21,8.28,few clouds
250,Peleduy,RU,59.6289,112.7406,9.63,88,100,7.56,overcast clouds
251,Hobyo,SO,5.3505,48.5268,81.99,78,7,14.32,clear sky
252,Ambovombe,MG,-25.1667,46.0833,71.55,94,22,6.55,few clouds
253,Plettenberg Bay,ZA,-34.0527,23.3716,61.74,83,1,3.33,clear sky
254,Nara,JP,34.6851,135.8049,70.97,52,70,3.4,broken clouds
255,Zhezkazgan,KZ,47.8043,67.7144,24.78,68,0,11.18,clear sky
256,Kijang,KR,35.2442,129.2139,65.93,79,81,6.78,broken clouds
257,Mount Gambier,AU,-37.8333,140.7667,76.37,45,1,3.38,clear sky
258,Nikolskoye,RU,59.7035,30.7861,30.09,93,41,5.55,scattered clouds
259,Natal,BR,-5.795,-35.2094,75.85,100,75,3.44,thunderstorm with light rain
260,Hasaki,JP,35.7333,140.8333,70.29,71,1,11.74,clear sky
261,Panama City,PA,8.9936,-79.5197,80.55,72,20,9.22,few clouds
262,Hwange,ZW,-18.3693,26.5019,69.03,81,100,1.81,overcast clouds
263,Lisakovsk,KZ,52.5369,62.4936,17.76,78,100,8.93,overcast clouds
264,Hofn,IS,64.2539,-15.2082,30.47,90,100,37.42,snow
265,Acapulco,MX,16.8634,-99.8901,80.42,69,20,3.44,few clouds
266,Saint-Joseph,RE,-21.3667,55.6167,73.78,86,56,9.24,broken clouds
267,Iacu,BR,-12.7672,-40.2117,70.97,94,83,1.95,light rain
268,Emba,KZ,48.8264,58.1442,35.33,64,78,4.94,broken clouds
269,Saint George,US,37.1041,-113.5841,52.39,66,0,10.36,clear sky
270,Mumford,GH,5.2618,-0.759,79.43,85,88,8.93,light rain
271,General Roca,AR,-39.0333,-67.5833,56.62,74,19,7.47,few clouds
272,Port Keats,AU,-14.25,129.55,89.31,60,100,9.1,overcast clouds
273,Severo-Kurilsk,RU,50.6789,156.125,37.18,85,90,4.07,overcast clouds
274,Harper,LR,4.375,-7.7169,78.42,87,97,8.41,light rain
275,Casa Branca,BR,-21.7739,-47.0864,72.43,83,3,1.28,clear sky
276,Clonakilty,IE,51.6231,-8.8706,42.01,76,4,20.49,clear sky
277,Shache,CN,38.4167,77.2406,51.48,18,5,5.53,clear sky
278,Ibra,OM,22.6906,58.5334,69.82,73,5,1.12,light rain
279,Lavrentiya,RU,65.5833,-171.0,10.17,92,100,11.48,light snow
280,Yilan,TW,24.757,121.753,89.37,99,99,3.85,overcast clouds
281,Alofi,NU,-19.0595,-169.9187,84.09,84,40,9.22,scattered clouds
282,Chumikan,RU,54.7183,135.315,16.72,89,100,10.78,light snow
283,Turayf,SA,31.6725,38.6637,46.65,87,0,6.91,clear sky
284,Shimanovsk,RU,52.0,127.7,32.07,97,100,10.96,overcast clouds
285,El Triunfo,EC,-1.9333,-79.9667,82.44,94,100,2.21,moderate rain
286,North Bend,US,43.4065,-124.2243,51.17,87,0,20.71,clear sky
287,Erzin,TR,36.9559,36.2,51.17,86,10,2.28,clear sky
288,Trois-Rivieres,CA,46.3501,-72.5491,31.86,53,0,3.44,clear sky
289,Varkaus,FI,62.3153,27.873,24.31,93,85,6.31,overcast clouds
290,Yugorsk,RU,61.3133,63.3319,33.93,98,100,11.9,light snow
291,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,68,100,14.97,overcast clouds
292,Zhuhai,CN,22.2769,113.5678,79.86,88,40,13.8,scattered clouds
293,Deputatskiy,RU,69.3,139.9,-13.56,82,100,6.8,overcast clouds
294,Baghmara,IN,23.795,86.2085,76.86,46,17,4.83,few clouds
295,Kaabong,UG,3.4836,34.1492,64.6,74,61,2.04,broken clouds
296,Nizwa,OM,22.9333,57.5333,72.07,62,30,2.04,scattered clouds
297,Saskylakh,RU,71.9167,114.0833,-6.72,93,99,12.73,overcast clouds
